Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,TenureRatio,YearsSincePromotionRatio,IncomePerYear,IncomeToAge,WorkLifeScore
42,0,532,29,2,1,92,3,2,3,4556.0,12932,2.0,11,3,2,1.0,19.0,3.0,3,5.0,4.0,0.0,2.0,239.78947368421052,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2631578947368421,0.0,54672.0,108.47619047619048,9
30,0,317,2,3,3,43,1,2,4,6091.0,24793,2.0,20,4,3,0.0,11.0,2.0,3,5.0,4.0,0.0,2.0,553.7272727272727,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.45454545454545453,0.0,73092.0,203.03333333333333,12
60,0,422,7,3,1,41,3,5,1,19566.0,3854,5.0,11,3,4,0.0,33.0,5.0,1,25.38773872251683,8.0,11.0,10.0,592.9090909090909,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7693254158338433,0.4332800223063548,234792.0,326.1,1
46,0,1485,18,3,3,87,3,2,3,4810.0,26314,2.0,14,3,3,1.0,19.0,5.0,2,10.0,7.0,0.0,8.0,253.1578947368421,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5263157894736842,0.0,57720.0,104.56521739130434,6
42,0,1368,28,4,4,88,2,2,4,4523.0,4386,0.0,11,3,4,3.0,7.0,4.0,4,6.0,5.0,0.0,4.0,646.1428571428571,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8571428571428571,0.0,54276.0,107.69047619047619,16
24,1,1448,1,1,1,62,3,1,2,3202.0,21972,1.0,16,3,2,0.0,6.0,4.0,3,5.0,3.0,1.0,4.0,533.6666666666666,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,0.8333333333333334,0.2,38424.0,133.41666666666666,6
34,1,296,6,2,4,33,1,1,3,2351.0,12253,0.0,16,3,4,1.0,3.0,3.0,2,2.0,2.0,1.0,0.0,783.6666666666666,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6666666666666666,0.5,28212.0,69.1470588235294,6
38,0,1490,2,2,4,42,3,1,4,1702.0,12106,1.0,23,4,3,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0,1702.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1.0,0.0,20424.0,44.78947368421053,12
40,0,1398,2,4,3,79,3,5,3,18041.0,13022,0.0,14,3,4,0.0,21.0,2.0,3,20.0,15.0,1.0,12.0,859.0952380952381,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.9523809523809523,0.05,216492.0,451.025,9
26,0,1349,23,3,1,90,3,1,4,2886.0,3032,1.0,22,4,2,2.0,3.0,3.0,1,3.0,2.0,0.0,2.0,962.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,34632.0,111.0,4
30,0,1400,3,3,3,53,3,1,4,2097.0,16734,4.0,15,3,3,1.0,9.0,3.0,1,5.0,3.0,1.0,4.0,233.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.5555555555555556,0.2,25164.0,69.9,4
29,0,986,3,4,2,93,2,3,3,11935.0,21526,1.0,18,3,3,0.0,10.0,2.0,3,10.0,2.0,0.0,7.0,1193.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.0,0.0,143220.0,411.55172413793105,9
29,1,408,25,5,3,71,2,1,2,2546.0,18300,5.0,16,3,2,0.0,6.0,2.0,4,2.0,2.0,1.0,1.0,424.3333333333333,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.3333333333333333,0.5,30552.0,87.79310344827586,8
19,1,489,2,2,1,52,2,1,4,2564.0,18437,1.0,12,3,3,0.0,1.0,3.0,4,1.0,0.0,0.0,0.0,2564.0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,1.0,0.0,30768.0,134.94736842105263,16
30,0,1398,22,4,3,69,3,3,1,8412.0,2890,0.0,11,3,3,0.0,10.0,3.0,3,9.0,8.0,7.0,8.0,841.2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9,0.7777777777777778,100944.0,280.4,3
57,0,210,29,3,1,56,2,4,4,14118.0,22102,3.0,12,3,3,1.0,32.0,3.0,2,1.0,0.0,0.0,0.0,441.1875,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.03125,0.0,169416.0,247.68421052631578,8
50,0,1099,29,4,2,88,2,4,3,17046.0,9314,0.0,15,3,2,1.0,28.0,2.0,3,25.38773872251683,10.0,11.855045939454717,7.0,608.7857142857143,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.9067049543756011,0.466959506280891,204552.0,340.92,9
30,0,1116,2,3,3,49,3,1,4,2564.0,7181,0.0,14,3,3,0.0,12.0,2.0,2,11.0,7.0,6.0,7.0,213.66666666666666,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.9166666666666666,0.5454545454545454,30768.0,85.46666666666667,8
60,0,1499,28,3,3,80,2,3,1,10266.0,2845,4.0,19,3,4,0.0,22.0,5.0,4,18.0,13.0,11.855045939454717,11.0,466.6363636363636,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.8181818181818182,0.6586136633030398,123192.0,171.1,4
47,0,983,2,2,1,65,3,2,4,5070.0,7389,5.0,13,3,3,3.0,20.0,2.0,3,5.0,0.0,0.0,4.0,253.5,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.25,0.0,60840.0,107.87234042553192,12
46,0,1009,2,3,1,51,3,4,3,17861.0,2288,6.0,13,3,3,0.0,26.0,2.0,1,3.0,2.0,0.0,1.0,686.9615384615385,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.11538461538461539,0.0,214332.0,388.2826086956522,3
35,0,144,22,3,4,46,1,1,3,4230.0,19225,0.0,15,3,3,0.0,6.0,2.0,3,5.0,4.0,4.0,3.0,705.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.8333333333333334,0.8,50760.0,120.85714285714286,9
54,0,548,8,4,3,42,3,2,3,3780.0,23428,7.0,11,3,3,0.0,19.0,3.0,3,1.0,0.0,0.0,0.0,198.94736842105263,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.05263157894736842,0.0,45360.0,70.0,9
34,0,1303,2,4,4,62,2,1,3,2768.0,8416,3.0,12,3,3,1.0,14.0,3.0,3,7.0,3.0,5.0,7.0,197.71428571428572,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.5,0.7142857142857143,33216.0,81.41176470588235,9
46,0,1125,10,3,3,94,2,3,4,9071.0,11563,2.0,19,3,3,1.0,15.0,3.0,3,3.0,2.0,1.0,2.0,604.7333333333333,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.2,0.3333333333333333,108852.0,197.19565217391303,12
31,0,1274,9,1,3,33,3,3,2,10648.0,14394,1.0,25,4,4,1.0,13.0,6.0,4,13.0,8.0,0.0,8.0,819.0769230769231,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0,0.0,127776.0,343.48387096774195,8
33,1,1277,15,1,2,56,3,3,3,13610.0,24619,7.0,12,3,4,0.0,15.0,2.0,4,7.0,6.0,7.0,7.0,907.3333333333334,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.4666666666666667,1.0,163320.0,412.42424242424244,12
33,1,587,10,1,1,38,1,1,4,3408.0,6705,7.0,13,3,1,3.0,8.0,2.0,3,4.0,3.0,1.0,3.0,426.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.5,0.25,40896.0,103.27272727272727,12
30,0,413,7,1,4,57,3,1,2,2983.0,18398,0.0,14,3,1,0.0,4.0,3.0,3,3.0,2.0,1.0,2.0,745.75,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.75,0.3333333333333333,35796.0,99.43333333333334,6
35,0,1276,16,3,4,72,3,3,3,7632.0,14295,4.0,12,3,3,0.0,10.0,2.0,3,8.0,7.0,0.0,0.0,763.2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.8,0.0,91584.0,218.05714285714285,9
31,1,534,20,3,1,66,3,3,3,9824.0,22908,3.0,12,3,1,0.0,12.0,2.0,3,1.0,0.0,0.0,0.0,818.6666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.08333333333333333,0.0,117888.0,316.9032258064516,9
34,1,988,23,3,2,43,3,3,1,9950.0,11533,9.0,15,3,3,3.0,11.0,2.0,3,3.0,2.0,0.0,2.0,904.5454545454545,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2727272727272727,0.0,119400.0,292.6470588235294,3
42,0,1474,5,2,2,97,3,1,3,2093.0,9260,4.0,17,3,4,1.0,8.0,4.0,3,2.0,2.0,2.0,0.0,261.625,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0.25,1.0,25116.0,49.833333333333336,9
36,0,635,10,4,2,32,3,3,4,9980.0,15318,1.0,14,3,4,0.0,10.0,3.0,2,10.0,3.0,9.0,7.0,998.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1.0,0.9,119760.0,277.22222222222223,8
22,1,1368,4,1,3,99,2,1,3,3894.0,9129,5.0,16,3,3,0.0,4.0,3.0,3,2.0,2.0,1.0,2.0,973.5,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,0.5,0.5,46728.0,177.0,9
48,0,163,2,5,2,37,3,2,4,4051.0,19658,2.0,14,3,1,1.0,14.0,2.0,3,9.0,7.0,6.0,7.0,289.35714285714283,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.6428571428571429,0.6666666666666666,48612.0,84.39583333333333,12
55,0,1117,18,5,1,83,3,4,2,16835.0,9873,3.0,23,4,4,0.0,34.621936863279686,2.0,3,10.0,9.0,7.0,7.0,486.25240310732994,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.28883421627997025,0.7,202020.0,306.09090909090907,6
41,0,267,10,2,4,56,3,2,4,6230.0,13430,7.0,14,3,4,0.0,16.0,3.0,3,14.0,3.0,1.0,10.0,389.375,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.875,0.07142857142857142,74760.0,151.9512195121951,12
35,0,619,1,3,2,85,3,2,3,4717.0,18659,9.0,11,3,3,0.0,15.0,2.0,3,11.0,9.0,6.0,9.0,314.46666666666664,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.7333333333333333,0.5454545454545454,56604.0,134.77142857142857,9
40,0,302,6,3,2,75,3,4,3,13237.0,20364,7.0,15,3,3,0.0,22.0,3.0,3,20.0,6.0,5.0,13.0,601.6818181818181,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.9090909090909091,0.25,158844.0,330.925,9
39,0,443,8,1,3,48,3,1,3,3755.0,17872,1.0,11,3,1,1.0,8.0,3.0,3,8.0,3.0,0.0,7.0,469.375,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,0.0,45060.0,96.28205128205128,9
31,0,828,2,1,2,77,3,2,4,6582.0,8346,4.0,13,3,3,0.0,10.0,2.0,4,6.0,5.0,0.0,5.0,658.2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.6,0.0,78984.0,212.32258064516128,16
42,0,319,24,3,4,56,3,3,1,7406.0,6950,1.0,21,4,4,1.0,10.0,5.0,2,10.0,9.0,5.0,8.0,740.6,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1.0,0.5,88872.0,176.33333333333334,2
45,0,561,2,3,4,61,3,2,2,4805.0,16177,0.0,19,3,2,1.0,9.0,3.0,4,8.0,7.0,3.0,7.0,533.8888888888889,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0.8888888888888888,0.375,57660.0,106.77777777777777,8
26,1,426,17,4,2,58,3,1,3,2741.0,22808,0.0,11,3,2,1.0,8.0,2.0,2,7.0,7.0,1.0,0.0,342.625,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.875,0.14285714285714285,32892.0,105.42307692307692,6
29,0,232,19,3,4,34,3,2,4,4262.0,22645,4.0,12,3,2,2.0,8.0,2.0,4,3.0,2.0,1.0,2.0,532.75,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,0.375,0.3333333333333333,51144.0,146.9655172413793,16
33,0,922,1,5,1,95,4,4,3,16184.0,22578,4.0,19,3,3,1.0,10.0,2.0,3,6.0,1.0,0.0,5.0,1618.4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6,0.0,194208.0,490.42424242424244,9
31,0,688,7,3,3,44,2,3,4,11557.0,25291,9.0,21,4,3,1.0,10.0,3.0,2,5.0,4.0,0.0,1.0,1155.7,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.5,0.0,138684.0,372.80645161290323,8
18,1,1306,5,3,2,69,3,1,2,1878.0,8059,1.0,14,3,4,0.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,0.0,0.0,22536.0,104.33333333333333,6
40,0,1094,28,3,3,58,1,3,1,10932.0,11373,3.0,15,3,3,1.0,20.0,2.0,3,1.0,0.0,0.0,1.0,546.6,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.05,0.0,131184.0,273.3,3
41,0,509,2,4,1,62,2,2,3,6811.0,2112,2.0,17,3,1,0.0,10.0,3.0,3,8.0,7.0,0.0,7.0,681.1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0.8,0.0,81732.0,166.1219512195122,9
26,0,775,29,2,1,45,3,2,3,4306.0,4267,5.0,12,3,1,2.0,8.0,5.0,3,0.0,0.0,0.0,0.0,538.25,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,51672.0,165.6153846153846,9
35,0,195,1,3,1,80,3,2,3,4859.0,6698,1.0,16,3,4,0.0,5.0,3.0,3,5.0,4.0,0.0,3.0,971.8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1.0,0.0,58308.0,138.82857142857142,9
34,0,258,21,4,4,74,4,2,4,5337.0,19921,1.0,12,3,4,0.0,10.0,3.0,3,10.0,7.0,5.0,7.0,533.7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1.0,0.5,64044.0,156.97058823529412,12
26,1,471,24,3,3,66,1,1,4,2340.0,23213,1.0,18,3,2,0.0,1.0,3.0,1,1.0,0.0,0.0,0.0,2340.0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,1.0,0.0,28080.0,90.0,4
37,0,799,1,3,2,59,3,3,4,7491.0,23848,4.0,17,3,4,0.0,12.0,3.0,4,6.0,5.0,1.0,2.0,624.25,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.5,0.16666666666666666,89892.0,202.45945945945945,16
46,0,1034,18,1,1,86,3,3,3,10527.0,8984,5.0,11,3,4,0.0,28.0,3.0,2,2.0,2.0,1.0,2.0,375.9642857142857,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07142857142857142,0.5,126324.0,228.84782608695653,6
41,0,1276,2,5,2,91,3,4,1,16595.0,5626,7.0,16,3,2,1.0,22.0,2.0,3,18.0,15.098662804692157,11.0,8.0,754.3181818181819,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.8181818181818182,0.6111111111111112,199140.0,404.7560975609756,3
37,0,142,9,4,1,69,3,3,2,8834.0,24666,1.0,13,3,4,1.0,9.0,6.0,3,9.0,5.0,7.0,7.0,981.5555555555555,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,0.7777777777777778,106008.0,238.75675675675674,6
52,0,956,6,2,4,78,3,2,1,5577.0,22087,3.0,12,3,2,2.0,18.0,3.0,3,10.0,9.0,6.0,9.0,309.8333333333333,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,0.5555555555555556,0.6,66924.0,107.25,3
32,1,1474,11,4,4,60,4,2,3,4707.0,23914,8.0,12,3,4,0.0,6.0,2.0,3,4.0,2.0,1.0,2.0,784.5,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0.6666666666666666,0.25,56484.0,147.09375,9
24,0,535,24,3,4,38,3,1,4,2400.0,5530,0.0,13,3,3,2.0,3.0,3.0,3,2.0,2.0,2.0,1.0,800.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.6666666666666666,1.0,28800.0,100.0,12
38,0,1495,10,3,3,76,3,2,3,9824.0,22174,3.0,19,3,3,1.0,18.0,4.0,3,1.0,0.0,0.0,0.0,545.7777777777778,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.05555555555555555,0.0,117888.0,258.5263157894737,9
37,0,446,1,4,2,65,3,2,2,6447.0,15701,6.0,12,3,2,1.0,8.0,2.0,2,6.0,5.0,4.0,3.0,805.875,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.75,0.6666666666666666,77364.0,174.24324324324326,4
49,0,1245,18,4,4,58,2,5,3,19502.0,2125,1.0,17,3,3,1.0,31.0,5.0,3,25.38773872251683,9.0,0.0,9.0,629.0967741935484,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.8189593136295751,0.0,234024.0,398.0,9
24,0,691,23,3,2,89,4,1,4,2725.0,21630,1.0,11,3,2,2.0,6.0,3.0,3,6.0,5.0,1.0,4.0,454.1666666666667,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,1.0,0.16666666666666666,32700.0,113.54166666666667,12
26,0,703,28,2,1,66,3,2,2,6272.0,7428,1.0,20,4,4,2.0,6.0,5.0,4,5.0,3.0,1.0,4.0,1045.3333333333333,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.8333333333333334,0.2,75264.0,241.23076923076923,8
24,0,823,17,2,4,94,2,1,2,2127.0,9100,1.0,21,4,4,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2127.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.0,25524.0,88.625,6
50,0,1246,3,3,1,99,3,5,2,18200.0,7999,1.0,11,3,3,1.0,32.0,2.0,3,25.38773872251683,5.0,10.0,7.0,568.75,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.7933668350786509,0.3938909293694135,218400.0,364.0,6
25,0,622,13,1,2,40,3,1,3,2096.0,26376,1.0,11,3,3,0.0,7.0,1.0,3,7.0,4.0,0.0,6.0,299.42857142857144,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,1.0,0.0,25152.0,83.84,9
24,1,1287,7,3,1,55,3,1,3,2886.0,14168,1.0,16,3,4,1.0,6.0,4.0,3,6.0,3.0,1.0,2.0,481.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1.0,0.16666666666666666,34632.0,120.25,9
30,1,448,12,4,2,74,2,1,1,2033.0,14470,1.0,18,3,3,1.0,1.0,2.0,4,1.0,0.0,0.0,0.0,2033.0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,1.0,0.0,24396.0,67.76666666666667,4
34,0,254,1,2,2,83,2,1,4,3622.0,22794,1.0,13,3,4,1.0,6.0,3.0,3,6.0,5.0,1.0,3.0,603.6666666666666,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,1.0,0.16666666666666666,43464.0,106.52941176470588,12
31,1,1365,13,4,2,46,3,2,1,4233.0,11512,2.0,17,3,3,0.0,9.0,2.0,1,3.0,1.0,1.0,2.0,470.3333333333333,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3333333333333333,0.3333333333333333,50796.0,136.5483870967742,1
35,0,538,25,2,1,54,2,2,4,3681.0,14004,4.0,14,3,4,0.0,9.0,3.0,3,3.0,2.0,0.0,2.0,409.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0.3333333333333333,0.0,44172.0,105.17142857142858,12
31,0,525,6,4,1,66,4,2,4,5460.0,6219,4.0,22,4,4,2.0,13.0,4.0,4,7.0,7.0,5.0,7.0,420.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.5384615384615384,0.7142857142857143,65520.0,176.1290322580645,16
27,0,798,6,4,1,66,2,1,3,2187.0,5013,0.0,12,3,3,2.0,6.0,5.0,2,5.0,3.0,0.0,3.0,364.5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8333333333333334,0.0,26244.0,81.0,6
37,0,558,2,3,4,75,3,2,3,9602.0,3010,4.0,11,3,3,1.0,17.0,3.0,2,3.0,0.0,1.0,0.0,564.8235294117648,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.17647058823529413,0.3333333333333333,115224.0,259.5135135135135,6
20,0,959,1,3,4,83,2,1,2,2836.0,11757,1.0,13,3,4,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,2836.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0,0.0,34032.0,141.8,8
42,0,622,2,4,3,81,3,2,4,4089.0,5718,1.0,13,3,2,2.0,10.0,4.0,3,10.0,2.0,2.0,2.0,408.9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0.2,49068.0,97.35714285714286,12
43,0,782,6,4,2,50,2,4,4,16627.0,2671,4.0,14,3,3,1.0,21.0,3.0,2,1.0,0.0,0.0,0.0,791.7619047619048,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,0.047619047619047616,0.0,199524.0,386.6744186046512,8
38,0,362,1,1,3,43,3,1,1,2619.0,14561,3.0,17,3,4,0.0,8.0,3.0,2,0.0,0.0,0.0,0.0,327.375,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,31428.0,68.92105263157895,2
43,0,1001,9,5,4,72,3,2,3,5679.0,19627,3.0,13,3,2,1.0,10.0,3.0,3,8.0,7.0,4.0,7.0,567.9,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.8,0.5,68148.0,132.06976744186048,9
48,0,1236,1,4,4,40,2,4,1,15402.0,17997,7.0,11,3,1,1.0,21.0,3.0,1,3.0,2.0,0.0,2.0,733.4285714285714,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.14285714285714285,0.0,184824.0,320.875,1
44,0,1112,1,4,1,50,2,2,3,5985.0,26894,4.0,11,3,2,0.0,10.0,1.0,4,2.0,2.0,0.0,2.0,598.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.2,0.0,71820.0,136.02272727272728,12
34,0,204,14,3,3,31,3,1,3,2579.0,2912,1.0,18,3,4,2.0,8.0,3.0,3,8.0,2.0,0.0,6.0,322.375,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1.0,0.0,30948.0,75.8529411764706,9
27,1,1420,2,1,3,85,3,1,1,3041.0,16346,0.0,11,3,2,1.0,5.0,3.0,3,4.0,3.0,0.0,2.0,608.2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.8,0.0,36492.0,112.62962962962963,3
21,0,1343,22,1,3,49,3,1,3,3447.0,24444,1.0,11,3,3,0.0,3.0,2.0,3,3.0,2.0,1.0,2.0,1149.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,1.0,0.3333333333333333,41364.0,164.14285714285714,9
44,0,1315,3,4,4,35,3,5,4,19513.0,9358,4.0,12,3,1,1.0,26.0,2.0,4,2.0,2.0,0.0,1.0,750.5,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,0.07692307692307693,0.0,234156.0,443.47727272727275,16
22,0,604,6,1,1,69,3,1,3,2773.0,12145,0.0,20,4,4,0.0,3.0,3.0,3,2.0,2.0,2.0,2.0,924.3333333333334,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.6666666666666666,1.0,33276.0,126.04545454545455,9
33,0,1216,8,4,3,39,3,2,3,7104.0,20431,0.0,12,3,4,0.0,6.0,3.0,3,5.0,0.0,1.0,2.0,1184.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8333333333333334,0.2,85248.0,215.27272727272728,9
32,0,646,9,4,1,92,3,2,4,6322.0,18089,1.0,12,3,4,1.0,6.0,2.0,2,6.0,4.0,0.0,5.0,1053.6666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,1.0,0.0,75864.0,197.5625,8
30,0,160,3,3,3,71,3,1,3,2083.0,22653,1.0,20,4,3,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2083.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,24996.0,69.43333333333334,9
53,0,238,1,1,4,34,3,2,1,8381.0,7507,7.0,20,4,4,0.0,18.0,2.0,4,14.0,7.0,8.0,10.0,465.6111111111111,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.7777777777777778,0.5714285714285714,100572.0,158.1320754716981,4
